ssn,first_name_education,middle_name_education,last_name_education,gender_education,current_age,birth_date_education,street_address_education,suburb_education,postcode_education,state_education,phone_education,email_education,education,occupation,salary,credit_card_number,years_of_experience,employment_timestamp,first_name_medical,middle_name_medical,last_name_medical,gender_medical,age_at_consultation,birth_date_medical,medicare_number,street_address_medical,suburb_medical,postcode_medical,state_medical,phone_medical,email_medical,marital_status,height,weight,bmi,blood_pressure,cholesterol_level,smoking_status,clinical_notes,consultation_timestamp
f141615635,alice,shaquanda,smith,f,56,31/10/1961, 12  Carrington  Street ,Penshurst,2222.0,NSW,,alice.smith@hotmail.com,certificate-ii,engineering-worker,99206.0, 3370  0262  8384  0732 ,40,2017-04-06T22:06+00:00,alice,shaquanda,smith,f,58,31/10/1961, 4349  51012  1  2 , 3  cowlishaw  street  lakeview  house ,tuggeranong,2900.0,act,,alice.smith@hotmail.com,married-de-facto,172,141,47,74,124,0,drowsiness,2019-02-16t05:46+00:00
d174591637,elizabeth,maeleaugunia,cimino,f,57,15/1/1963, 1  roberts  road  bynde  haven , dundee  beach ,840.0,nt, 08  4969  2726 ,cimino.elizabeth@mail.com,bachelor-degree,ict-technician,72356.0, 1423  9187  6905  1014 ,38,2020-04-14t18:05+00:00,elizabeth,maeleaugunia,cimino,f,53,15/01/1963, 3192  21777  1  1 , 2  museum  drive  old  timers , alice  springs ,870.0,nt, 08  4969  2726 ,cimino.elizabeth.mail.com,married,199,77,19,74,169,0,perleche,2016-04-12t10:47+00:00
h194989079,brian,john,parker,m,16,31/7/2001, 76  Shearwater  Drive ,Bakewell,832.0,NT, 08  1663  4070 ,brian.parker@mail.com,certificate-ii,carer,63266.0, 5788  5541  7067  0090 ,0,2017-12-26T05:13+00:00,brian,john,parker,m,9,31/07/2001, 3229  76760  1  3 , 6  george  crescent  robertson  barracks , fannie  bay ,820.0,nt, 08  9866  8936 ,brian.parker.mail.com,married,127,53,32,76,157,0,low-energy,2012-01-24t18:56+00:00
d170326988,christina,renee,sholar,f,8,9/8/2012, 6  leichhardt  terrace  leichtodd  plaza , alice  springs ,870.0,nt, 08  2932  5525 ,sholar.christina@gmail.com,primary-school,,-9999.0,,0,2020-04-03t10:57+00:00,christina,renee,sholar,m,8,09/08/2012, 7472  79636  2  3 , 6  leichhardt  terrace  leichtodd  plaza , alice  springs ,870.0,nt,,sholar.christina@gmail.com,,121,23,15,70,191,0,syncope,2020-02-17t11:04+00:00
a116877442,charles,edwin,meadows,m,24,20/2/1996, 20  Bayview  Street , Batemans  Bay ,2536.0,NSW, 02  4537  7386 ,charles30@aol.com,senior-secondary-school,machinary-driver,19545.0, 0818  8741  1542  3345 ,5,2020-12-14T15:54+00:00,charles,,meadows,f,20,20/02/1996, 1843  30451  1  3 , 1  bronzewing  avenue  howard  river  park , howard  springs ,835.0,nt, 08  6117  7256 ,charles30.aol.com,not-married,185,87,25,75,163,1,fall,2016-05-09t02:05+00:00
i176600224,bradford,earl,vick,m,18,8/4/1998, 18  Pemell  Street ,Toronto,2283.0,NSW, 02  1319  2962 ,bradford.vick@mail.com.au,certificate-iv,construction-worker,79287.0, 3629  2504  6067  6634 ,3,2016-05-19T17:08+00:00,bradford,earl,vick,m,20,08/04/1998, 2139  80036  1  2 , 46  sturt  approach  craigburn  estate , flagstaff  hill ,5159.0,sa, 08  1015  8249 ,bradford.vick@mail.com.au,not-married,177,137,43,76,124,0,fall,2018-10-13t20:53+00:00
b103601332,richard,,cummings,f,29,29/4/1991, 23  edith  street  the  real  estate  bloke ,innisfail,4860.0,qld, 07  7476  3948 ,tbanjcdona@mail.com.au,diploma,other-technician,79772.0, 2109  9303  0771  9809 ,10,2020-04-12t17:56+00:00,richard,,cummings,f,19,29/04/1991, 6613  94392  2  2 , 18  bollig  garden  swan  cottage  homes ,bentley,,wa, 08  1060  4626 ,tbanjcdona.mail.com.au,married,186,95,27,82,144,0,insomnia,2013-12-13t18:15+00:00
h165578395,emily,lucille,taylor,f,35,19/11/1981, 8  Wallace  Street ,Swansea,2281.0,NSW, 02  2211  3093 ,taylor.emily@hotmail.com,certificate-i,other-service-worker,-9999.0, 0184  9271  3527  3047 ,19,2015-04-11T23:11+00:00,emily,lucille,taylor,f,33,19/11/1981, 6953  93747  2  2 , 1  hawks  head  road  kiah ,brogo,2550.0,nsw, 02  1246  9540 ,taylor.emily@hotmail.com,married-de-facto,167,112,40,76,143,0,possible-food-poisoning,2014-04-20t12:27+00:00
h189857527,john,neyland,gawlowski,m,21,17/7/1999, 48  the  mall  paspalis  centrepoint ,darwin,800.0,nt, 08  1241  4018 ,,advance-diploma,ict-technician,-9999.0, 2389  1880  4338  7185 ,2,2020-01-03t20:21+00:00,john,,gawlowski,m,20,17/07/1999, 6940  89449  2  2 , 48  the  mall  paspalis  centrepoint ,darwin,,nt, 08  1241  4018 ,john.gawlowski@mail.com.au,not-married,173,129,43,71,140,0,middle-insomnia,2019-08-17t10:13+00:00
h131750907,brenda,valencia,weimer,f,11,29/9/2005, 137  Browns  Road ,Kurwongbah,4503.0,QLD, 07  6115  0823 ,weimer.brenda@hotmail.com,secondary-school,,0.0,,0,2016-08-27T24:46+00:00,brenda,valencia,weimer,f,7,29/09/2005, 7457  58190  1  3 , 530  oakey  creek  road  oakey  creek ,monto,4630.0,qld,,,,122,33,22,73,123,0,dizziness-(periodic),2012-12-04t15:56+00:00
e103956381,william,marcelshawn,marsh,m,66,26/9/1954, 204  central  road  brentwood  vlge ,cooranbong,2265.0,nsw, 02  0213  6179 ,william80@gmail.com,certificate-ii,automotive-worker,-9999.0, 9130  1617  4168  4731 ,43,2016-04-05t20:41+00:00,william,marcelshawn,marsh,m,59,26/09/1954, 9869  17621  2  1 , 204  central  road  brentwood  vlge ,cooranbong,2265.0,nsw,,william80@gmail.com,not-married,171,108,36,81,161,1,cataract-surgery---right-eye,2013-09-23t02:17+00:00
d172273853,jeffrey,gregory,bryan,m,71,9/11/1949, 2483  channel  highway  nunkeri , lower  snug ,7054.0,tas, 03  9536  6338 ,roteottotq@aol.com,senior-secondary-school,taxi-driver,18732.0, 2946  9246  9094  8628 ,52,2020-01-04t08:25+00:00,jeffrey,,bryan,m,69,09/11/1949, 9199  39682  2  1 , 2483  channel  highway  nunkeri , lower  snug ,7054.0,tas, 03  9536  6338 ,roteottotq@aol.com,not-married,197,131,33,81,246,0,urinary-frequency,2018-10-14t04:26+00:00
g175447433,evan,jay,pittman,f,56,15/12/1964, 70  school  road  russell  down ,bellbrae,3228.0,vic, 03  5619  6333 ,pittman16@yahoo.com,certificate-iii,automotive-worker,62344.0, 3288  5517  6209  9271 ,36,2019-05-14t14:50+00:00,evan,jay,pittman,f,52,15/12/1964, 6844  26214  2  1 , 70  school  road  russell  down ,bellbrae,3228.0,vic, 03  5619  6333 ,,married,180,104,32,77,114,0,depressed-mood,2016-03-09t18:49+00:00
g141018966,marvin,e,spencer,m,20,7/11/2000, 612  kingaroy  street  the  side ,toowoomba,4350.0,qld, 07  7055  4895 ,tojjspisar@yahoo.com,advance-diploma,ict-technician,136193.0, 8190  6993  7091  8204 ,1,2020-07-10t17:34+00:00,marvin,,spencer,m,15,07/11/2000, 7227  22914  2  2 , 18  homestead  avenue  the  elms , walkley  heights ,5098.0,sa, 08  1881  3862 ,tojjspisar@yahoo.com,married-de-facto,157,91,36,77,116,0,pneumonia,2015-05-25t20:28+00:00
e165550224,tammie,marie,bartley,f,27,29/6/1993, 663  mt  crosby  road  cottg  129 , mount  crosby ,4306.0,qld,,tammie53@mail.com,certificate-i,personal-services-worker,36246.0, 2528  8853  4480  4443 ,8,2020-06-25t10:55+00:00,tammie,,bartley,f,21,29/06/1993, 5715  20911  2  3 , 21  walters  street  the  lakes  retirement  village , bundaberg  north ,,qld, 07  9468  1319 ,tammie53@mail.com,married-de-facto,172,99,33,82,95,0,kidney-stones,2014-12-10t04:01+00:00
c102616441,doris,lynn,lovell,f,9,12/9/2010, 19  Henderson  Road ,Queanbeyan,2620.0,NSW, 02  4702  1839 ,rqfjjrcroo@hotmail.com,primary-school,,-9999.0,,0,2019-07-10T01:45+00:00,doris,,lovell,f,10,12/09/2010, 6864  41410  1  3 , 1  scott  road  silky  oaks , echuca  village ,3564.0,vic, 03  9141  4789 ,rqfjjrcroo@hotmail.com,,123,46,30,73,219,0,chest-pain,2020-04-03t05:38+00:00
e176825569,ryan,matthew,richardson,f,64,8/4/1955, 78  Terrace  Street , New  Farm ,4005.0,QLD, 07  3997  8723 ,ryan25@aol.com,senior-secondary-school,machinary-driver,-9999.0, 3894  8249  8492  1435 ,46,2019-12-16T18:45+00:00,ryan,matthew,richardson,f,58,08/04/1955, 3147  77932  1  1 , 19  saunders  drive  coronea  farm ,hadspen,7290.0,tas, 03  8602  5258 ,,married-de-facto,168,62,21,77,140,0,insomnia,2013-10-18t01:43+00:00
f167285458,ernest,jerell,hatcher,f,63,15/7/1957, 20  hospital  street  abbeyfield  house ,babinda,4861.0,qld,,hatcher92@gmail.com,graduate-diploma,chief-executive,102685.0, 5835  5901  8237  7951 ,43,2019-11-14t12:43+00:00,ernest,jerell,hatcher,f,56,15/07/1957, 5707  54037  2  2 , 15  victoria  avenue  broadbeach  central  mall ,broadbeach,4218.0,qld, 07  5311  3799 ,hatcher92@gmail.com,married-de-facto,185,73,21,72,162,0,constipation,2013-09-01t09:28+00:00
e131194898,brandie,moss,hege,f,22,12/12/1998, 8  Coster  Street ,Benalla,3672.0,VIC, 03  8333  4485 ,osmcnstktk@yahoo.com,certificate-i,other-service-worker,33457.0, 1047  9766  4525  3630 ,3,2020-06-13T21:31+00:00,brandie,moss,nash,f,19,12/12/1998, 1268  99088  2  3 , 24  breaker  street  the  inlet , main  beach ,,qld,,,married,178,123,38,75,76,1,headache,2017-03-24t10:53+00:00
c128062389,joel,patrick,logan,m,18,26/12/2002, 11  colooli  road  cutler  village ,narrabeen,2101.0,nsw, 02  7059  9234 ,joel41@yahoo.com,senior-secondary-school,casual-worker,0.0, 0034  8948  3608  6814 ,1,2020-05-18t01:42+00:00,joel,patrick,logan,m,12,26/12/2002, 6210  90178  2  2 , 11  colooli  road  cutler  village ,narrabeen,2101.0,nsw, 02  7059  9234 ,,,178,68,21,74,191,0,viral-infection,2017-05-22t14:21+00:00
c119831768,larry,enrique,fischer,m,19,25/9/2001, 3  parap  road  parap  village  shopping  centre ,parap,820.0,nt, 08  8075  5850 ,fischer.larry@mail.com.au,certificate-ii,automotive-worker,67375.0, 8665  6053  8411  1399 ,0,2020-04-25t10:47+00:00,larry,enrique,fischer,m,17,25/09/2001, 7428  96550  1  3 , 3  parap  road  parap  village  shopping  centre ,parap,820.0,nt, 08  8075  5850 ,fischer.larry@mail.com.au,not-married,177,-99,30,72,166,0,depression,2018-12-03t02:44+00:00
c102648246,harry,lararntae,siegel,m,2,12/7/2015, 53  Swanson  Street ,Weston,2611.0,ACT, 02  4423  6222 ,harry.siegel@aol.com,pre-school,,0.0,,0,2017-10-24T04:23+00:00,harry,,siegel,m,5,12/07/2015, 1615  11219  2  2 , 2  kurrajong  avenue  kurrajong  court ,leeton,2705.0,nsw, 02  1703  7885 ,harry.siegel@aol.com,,102,16,15,85,86,0,nodularity-around-nipples,2020-07-04t22:16+00:00
g116745803,ashley,qasha,dedeyn,f,35,2/5/1982, 14  Ross  Street ,Bairnsdale,3875.0,VIC, 03  7941  4347 ,ashley.dedeyn@aol.com,advance-diploma,ict-technician,-9999.0, 8872  2074  4157  4191 ,19,2017-09-12T20:10+00:00,ashley,qasha,dedeyn,f,34,02/05/1982, 2113  56139  1  2 , 1  oenpelli  street  community  oenpelli ,oenpelli,822.0,nt,,ashley.dedeyn@aol.com,married-de-facto,174,112,36,74,225,0,difficulty-with-depth-perception,2016-10-09t21:13+00:00
i113478212,gina,eve,cook,f,47,3/2/1973, 6  banyan  street  unt  6 , fannie  bay ,820.0,nt, 08  2316  1805 ,gina29@mail.com,diploma,automotive-worker,69758.0, 4840  5396  1047  3875 ,28,2020-01-01t18:03+00:00,gina,eve,cook,f,43,03/02/1973, 4112  27248  1  1 , 9  the  esplanade  bridgeport ,darwin,800.0,nt,,gina29@mail.com,not-married,181,96,29,76,145,0,boil-on-upper-thigh,2016-01-07t10:26+00:00
f103019796,benjamin,warren,clark,f,43,13/12/1977, 2160  maroon  road  rathdowney  road ,boonah,4310.0,qld, 07  1897  7120 ,benjamin74@gmail.com,certificate-ii,personal-services-worker,76515.0, 2614  7062  9934  5299 ,22,2018-12-08t09:57+00:00,benjamin,warren,clark,f,37,13/12/1977, 7880  77045  2  1 , 10  ferncroft  avenue  flt  6 , malvern  east ,3148.0,vic,,benjamin74@gmail.com,separated,172,119,40,69,180,0,atrial-fibrillation,2014-01-07t20:53+00:00
b190032406,timothy,,masters,f,81,7/1/1939, 301  dulong  road  blackall  range ,woombye,4559.0,qld, 07  1794  9973 ,jgaednibjt@mail.com,certificate-iii,re-tired,0.0, 3277  9351  1775  8672 ,45,2020-04-06t15:17+00:00,timothy,jabar,masters,f,75,07/01/1939, 7269  14934  2  1 , 301  dulong  road  blackall  range ,woombye,,qld, 07  1794  9973 ,jgaednibjt@mail.com,married,171,146,49,81,138,0,fall,2014-12-22t07:48+00:00
d114764136,katrin,henson,wu,f,72,9/8/1948, 350  jakes  crossing  stock  route , west  kempsey ,2440.0,nsw, 02  4184  9676 ,katrin96@aol.com,advance-diploma,art-media-professional,-9999.0, 0916  7479  8175  5369 ,53,2020-03-26t15:34+00:00,katrin,henson,wu,f,65,09/08/1948, 8752  11559  2  1 , 350  jakes  crossing  stock  route , west  kempsey ,2440.0,nsw,,katrin96@aol.com,not-married,169,129,45,77,100,1,slight,2013-08-17t05:56+00:00
a182796371,brendan,j,galindez,f,37,31/8/1981, 449  Prospect  Road , Blair  Athol ,5084.0,SA, 08  5338  1637 ,ebert.brendan@mail.com.au,advance-diploma,education-professional,118458.0, 0891  6077  2668  9136 ,14,2012-10-18T21:05+00:00,brendan,j,ebert,f,30,31/08/1981, 7673  51185  2  2 , 134  bruce  highway  binawalla  garden ,burpengary,4505.0,qld,,ebert.brendan.mail.com.au,married,166,71,25,69,170,0,low-energy,2013-12-02t17:51+00:00
a184983238,mary,blake,letterman,f,18,30/12/1998, 2  Acuba  Close , St  Albans ,3021.0,VIC, 03  0738  1352 ,mary.letterman@gmail.com,senior-secondary-school,clerical-worker,33615.0, 7842  6263  6162  2342 ,3,2016-09-25T02:45+00:00,mary,blake,letterman,m,17,30/12/1998, 7426  87823  2  2 , 1153  east  tamar  highway  greenacres ,dilston,7252.0,tas, 03  4722  0871 ,,married,171,80,27,79,266,0,fall-while-playing-tennis,2015-10-22t21:20+00:00
c192190395,donald,eugene,hargrove,m,71,9/5/1945, 17  Badgery  Street , Albion  Park ,2527.0,NSW, 02  0927  4021 ,,secondary-school,shop-assistent,, 5222  2678  9941  4210 ,56,2016-03-24T07:52+00:00,donald,eugene,hargrove,m,72,09/05/1945, 8077  72860  2  2 , 43  christella  road  albion  heights ,kingston,7051.0,tas,,hargrove.donald@mail.com,married,166,56,20,79,185,0,hiatal-hernia-discomfort,2017-12-02t14:10+00:00
i140477105,brenda,,evans,f,37,19/11/1983, 1  ocean  street  taskers  village , port  macquarie ,2444.0,nsw, 02  0206  6453 ,evans.brenda@hotmail.com,certificate-i,personal-assistant,41897.0, 3010  0405  7029  7745 ,15,2017-05-24t14:26+00:00,brenda,,evans,m,35,19/11/1983, 7071  47695  2  1 , 1  ocean  street  taskers  village , port  macquarie ,2444.0,nsw, 02  0206  6453 ,evans.brenda.hotmail.com,married,169,148,51,80,159,0,conjunctivitus,2018-02-12t05:08+00:00
c135876512,ellen,lenora,parker,f,26,10/9/1994, 56  Fontenoy  Street ,Young,2594.0,NSW, 02  1235  6757 ,rfshipmmji@hotmail.com,certificate-ii,construction-worker,88229.0, 7661  9848  1980  6714 ,6,2019-01-06T01:05+00:00,ellen,lenora,parker,f,22,10/09/1994, 6657  50557  2  2 , 2  bronberg  court  regal  palms ,southport,4215.0,qld,,,married-de-facto,186,142,41,80,85,0,cold,2016-10-10t03:44+00:00
c188262799,wanda,rebecca,amirault,f,28,4/6/1992, 1  ashford  road  bukkulla  stn ,bukkulla,2360.0,nsw, 02  3853  0747 ,wanda.amirault@aol.com,diploma,ict-technician,70629.0, 9882  2001  3474  5941 ,9,2020-07-18t15:37+00:00,wanda,rebecca,amirault,f,23,04/06/1992, 7231  36369  2  2 , 1783  bucketts  way  valley  view  homestead , wards  river ,2422.0,nsw, 02  3853  0747 ,wanda.amirault@aol.com,not-married,198,86,21,74,223,0,hypertension,2015-09-19t09:15+00:00
c118071479,olive,denise,levine,f,56,27/12/1964, 2091  thunderbolts  way  glory  vale ,gloucester,2422.0,nsw, 02  7871  4945 ,levine88@gmail.com,senior-secondary-school,secretary,-9999.0, 1699  5797  6870  0337 ,30,2013-02-07t03:52+00:00,olive,denise,levine,m,50,27/12/1964, 3145  41162  1  1 , 2091  thunderbolts  way  glory  vale ,gloucester,,nsw,,,married,192,98,26,71,188,0,bile-leak-postoperative,2014-10-16t02:59+00:00
f119465178,michael,scott,dixon,f,59,31/1/1961, 6  river  road  crown  alotment ,allambee,3823.0,vic,,dixon13@gmail.com,certificate-iii,other-worker,75349.0, 0852  4029  1597  5463 ,40,2020-03-18t22:35+00:00,michael,scott,dixon,f,52,31/01/1961, 3821  81592  2  1 , 116  station  road  flt  1 ,foster,3960.0,vic, 03  0194  1143 ,dixon13@gmail.com,divorced,198,140,35,74,120,0,death,2013-04-14t20:02+00:00
i180671101,salena,topolyn,coleman,f,19,17/12/1997, 35  The  Avenue , Morang  South ,3752.0,VIC, 03  1147  5008 ,salena54@yahoo.com,diploma,other-technician,71575.0, 0337  1536  3848  2474 ,4,2016-05-20T02:41+00:00,salena,topolyn,coleman,f,19,17/12/1997, 5598  94848  2  3 , 68  abbott  street  virginia  house ,cairns,4870.0,qld, 07  3617  0227 ,salena54@yahoo.com,not-married,168,67,23,75,213,1,automobile-accident,2016-07-23t18:25+00:00
g190057729,robert,memory,barber,m,75,17/1/1945, 4  bryant  close  abbey  green ,busselton,6280.0,wa, 08  5299  7874 ,klkrjhefjq@mail.com.au,certificate-iii,construction-worker,58323.0, 4687  2734  9461  9256 ,56,2020-07-13T14:40+00:00,robert,memory,barber,m,69,17/01/1945, 4785  79346  2  1 , 1  crossman  road  ranford ,boddington,6390.0,wa,,,not-married,191,128,35,69,92,1,insomnia,2014-05-18t04:46+00:00
i195221576,deshawn,caleb,wilhelm,f,60,13/5/1960, 18  cooradilla  street  raaf  base ,darwin,800.0,nt, 08  6378  2017 ,deshawn.wilhelm@aol.com,advance-diploma,other-technician,149096.0, 3556  7252  6692  5568 ,41,2020-04-19t19:47+00:00,deshawn,caleb,wilhelm,f,52,13/05/1960, 3823  45198  2  1 , 80  the  esplanade  colonial  townhouse ,darwin,800.0,nt,,,not-married,184,-99,29,72,188,0,right-foot-strain,2012-06-08t18:58+00:00
i119201283,patricia,,bowles,f,29,31/12/1990, 11  Werrang  Road ,Primbee,2502.0,NSW, 02  3128  2693 ,nqhtsjcaqd@aol.com,certificate-ii,other-worker,89157.0, 5825  7650  1494  8648 ,11,2019-10-20T12:53+00:00,patricia,ann,bowles,f,26,31/12/1990, 5745  39539  1  2 , 20  wahroonga  road  glenmere  nursing  centre ,kanwal,,nsw, 02  4420  3854 ,nqhtsjcaqd@aol.com,not-married,181,92,28,79,153,0,some-increased-sadness,2016-10-05t13:15+00:00
i142647602,amber,,littel,f,36,9/5/1983, 30  Maryston  Street ,Yarraville,3013.0,VIC, 03  5764  9442 ,amber18@hotmail.com,graduate-certificate,legal-professional,-9999.0, 4662  9069  1559  5625 ,18,2019-04-15T07:15+00:00,amber,lynn,hinkle,f,36,09/05/1983, 5846  43198  1  1 , 71  rutleys  road  mecca  caravan  park ,wyee,2259.0,nsw, 02  2496  1582 ,,not-married,173,-99,37,75,215,0,hospitalization-for-recurrence-of-atrial-fibrillation,2019-10-04t21:56+00:00
g131657532,tyler,michelle,goodman,f,63,8/12/1957, 31  isabella  street  flt  4 , geelong  west ,3218.0,vic, 03  9819  6657 ,tyler99@mail.com,advance-diploma,other-technician,86408.0, 1805  0640  3286  2887 ,44,2020-04-19t04:48+00:00,tyler,michelle,goodman,f,56,08/12/1957, 9840  50826  1  1 , 69  cherry  lane  giverny ,toolangi,3777.0,vic, 03  9043  7421 ,tyler99@mail.com,married,187,134,38,78,205,0,urinary-tract-infection,2013-03-20t02:59+00:00
e171414816,bobbie,shantee,cameron,f,63,20/5/1954, 4  Antis  street ,Phillip,2606.0,ACT, 02  2541  4105 ,cameron.bobbie@mail.com.au,advance-diploma,legal-professional,104543.0, 7052  7195  8157  8514 ,46,2016-12-10T06:30+00:00,bobbie,shantee,cameron,f,61,20/05/1954, 7128  48178  2  2 , 34  lotus  way  permaculture  village ,maleny,4552.0,qld,,cameron.bobbie@mail.com.au,married-de-facto,182,104,31,76,166,0,sadness,2015-01-04t14:31+00:00
d129043948,leonid,,markos,f,40,27/9/1979, 28  Marine  Parade ,Southport,4215.0,QLD, 07  9667  5264 ,,advance-diploma,art-media-professional,125837.0, 0431  6637  9778  9560 ,22,2019-06-08T15:35+00:00,leonid,dun,markos,f,35,27/09/1979, 7403  35448  1  2 , 1  browns  marsh  road  lake  samuel , bronte  park ,7140.0,tas, 03  1402  9495 ,opqfqphkps@mail.com.au,married,177,108,34,70,125,0,increase-in-sweating-when-exercising,2014-04-11t07:23+00:00
g179122400,philip,d,wilson,f,69,23/2/1951, 28  monterey  street  monterey  caravan  park , mannering  park ,2259.0,nsw, 02  3309  3416 ,philip.wilson@aol.com,advance-diploma,other-technician,107024.0, 2445  7201  6285  2129 ,50,2020-05-24t03:22+00:00,philip,d,wilson,f,64,23/02/1951, 4377  49270  1  2 , 68  pacific  highway  sunstrip  caravan ,blacksmiths,2281.0,nsw,,,not-married,198,-99,24,79,260,0,fall,2015-04-21t12:16+00:00
b100808100,barry,edward,shaffer,m,21,27/7/1999, 885  ruthven  street  nubeena  retirement  village ,toowoomba,4350.0,qld, 07  4424  2498 ,barry78@aol.com,bachelor-degree,education-professional,139350.0, 7518  9169  8314  5695 ,2,2020-04-09t22:10+00:00,barry,edward,shaffer,m,20,27/07/1999, 3597  88084  2  2 , 885  ruthven  street  nubeena  retirement  village ,toowoomba,4350.0,qld,,,married,189,98,27,72,133,0,syncope,2019-05-17t14:28+00:00
c157316306,lori,alexis,williams,f,17,3/11/1999, 12  Walker  Street , Alice  Springs ,870.0,NT, 08  3874  5457 ,lori42@yahoo.com,bachelor-degree,other-technician,129187.0, 8717  8796  9368  6184 ,2,2016-08-17T17:25+00:00,lori,alexis,williams,f,18,03/11/1999, 6337  66793  1  2 , 45  maud  street  rosetta  village , victor  harbor ,5211.0,sa, 08  5624  5967 ,,not-married,187,-99,23,76,191,0,bronchitis/coughing,2017-04-10t14:19+00:00
h166519295,conor,stuart,sutton,f,30,22/8/1990, 16  cayman  drive  island  quays , clear  island  waters ,4226.0,qld, 07  8415  3009 ,sutton.conor@gmail.com,bachelor-degree,ict-professional,-9999.0, 8319  4696  5665  2991 ,2,2011-07-03t24:05+00:00,conor,stuart,sutton,f,24,22/08/1990, 1417  94625  2  2 , 16  cayman  drive  island  quays , clear  island  waters ,4226.0,qld,,,not-married,175,107,34,66,211,0,pneumonia,2014-12-05t23:33+00:00
c189924027,alicia,beth,hamilton,f,56,28/4/1964, 308  scaysbrook  drive  brentwood  vlge ,kincumber,2251.0,nsw, 02  8651  1053 ,hamilton60@gmail.com,certificate-iv,ict-technician,90132.0, 4926  3389  6097  2068 ,37,2020-03-06t16:27+00:00,alicia,beth,hamilton,f,51,28/04/1964, 4991  97279  1  1 , 45  wharf  street  pacific  garden ,tuncurry,2428.0,nsw, 02  8651  1053 ,hamilton60@gmail.com,not-married,180,143,44,70,114,0,intermittent-chest-pain,2015-04-17t07:41+00:00
h123048922,michael,keith,suess,f,50,27/9/1970, 86  high  street  boonah  medical  centre ,boonah,4310.0,qld, 07  6614  5673 ,suess.michael@gmail.com,advance-diploma,legal-professional,, 2171  5090  1021  4778 ,31,2020-04-07t10:08+00:00,michael,keith,suess,f,49,27/09/1970, 2827  77496  1  2 , 86  high  street  boonah  medical  centre ,boonah,,qld, 07  6614  5673 ,,divorced,198,60,15,69,103,0,worsening-depression-and-crying,2019-01-16t14:06+00:00
