ssn,age_at_consultation,medicare_number,marital_status,height,weight,bmi,blood_pressure,cholesterol_level,smoking_status,clinical_notes,consultation_timestamp,current_age,education,occupation,salary,credit_card_number,years_of_experience,employment_timestamp,rec_id,first_name,middle_name,last_name,gender,birth_date,street_address,suburb,postcode,state,phone,email,calculated_bmi
g154305772,16, 9519  52213  1  2 ,married,170,-99,30,76,185,0,lipodermatosclerosis,2017-10-07t03:20+00:00,19,secondary-school,shop-assistent,1245.284330851811, 5411  7373  0868  2899 ,0,2020-07-02t03:46+00:00,rec-60474,ronald,edwin,coble,m,03/03/2001, 100  fullbrooks  road  fairbanks ,nabowla,7254.0,tas, 03  3906  8333 ,hcqjeicdjf@mail.com.au,-34.256055363321806
e127256033,29, 5387  13022  1  2 ,divorced,195,-99,32,73,249,0,viral-cough,2016-07-24t15:24+00:00,35,diploma,other-technician,96842.0, 1726  6843  8524  4136 ,16,2020-01-13t23:19+00:00,rec-83547,douglas,scott,hines,f,20/09/1985, 85  rosevears  drive  tamar  house ,rosevears,7277.0,tas, 03  1524  6896 ,douglas98.mail.com,-26.035502958579883
b120383873,24, 6344  89542  2  2 ,married,168,-99,27,70,155,0,diahrrhea,2014-10-02t24:03+00:00,30,certificate-i,other-service-worker,71440.0, 3019  0931  6826  5542 ,11,2020-02-25t01:42+00:00,rec-69001,roderick,herbert,mustpiher,m,16/04/1990, 54  bungoona  road  broadwater  court ,kincumber,2251.0,nsw, 02  3879  4799 ,roderick.mustpiher@hotmail.com,-35.0765306122449
f182637116,52, 8892  89061  2  2 ,not-married,186,-99,29,83,230,0,trigger-finger,2014-12-05t01:25+00:00,58,senior-secondary-school,farm-worker,20574.164239219943, 8721  4055  4194  3766 ,39,2020-05-04t18:47+00:00,rec-47102,zachary,nathanel,brinson,m,13/05/1962, 26  mitchell  street  mallam  chambers ,darwin,800.0,nt, 08  7547  1262 ,zachary91@hotmail.com,-28.61602497398543
a113789512,14, 2388  51375  2  3 ,not-married,160,-99,17,73,208,0,acne-flare-up,2015-04-12t11:33+00:00,19,senior-secondary-school,clerks,16631.747844322752, 7778  8178  2163  5515 ,0,2020-01-01t24:28+00:00,rec-74760,presley,michael,brewer,f,08/04/2001, 26  normanby  avenue  aprt  7 ,thornbury,3071.0,vic, 03  2022  2209 ,presley59@hotmail.com,-38.67187499999999
h163163283,53, 6201  77838  1  2 ,married,173,-99,35,81,199,0,myalgia,2020-01-02t17:33+00:00,53,certificate-i,clerks,38680.30292599487, 4701  8913  7522  4192 ,34,2020-02-06t12:39+00:00,rec-46604,justin,l,herbowy,m,11/07/1967, 2570  calder  highway  summer  park ,elphinstone,3448.0,vic, 03  1905  2047 ,herbowy.justin@mail.com,-33.07828527515119
a161129218,49, 3582  25696  2  1 ,married-de-facto,182,-99,23,77,186,0,cold,2015-08-26t04:01+00:00,57,certificate-iii,other-technician,92650.0, 0923  0338  1986  1026 ,38,2020-06-05t04:04+00:00,rec-82359,tevonshe,kuehn,crenshaw,f,18/09/1963, 362  high  street  cent  city  caravan  park , golden  square ,3555.0,vic, 08  9678  6803 ,tevonshe91.mail.com,-29.887694722859557
d189384212,41, 1280  21081  2  2 ,not-married,173,-99,34,73,187,0,bunions-(r)-foot-on-top-and-side,2013-08-23t19:35+00:00,48,graduate-diploma,legal-professional,126033.0, 8251  1422  4861  8788 ,29,2020-06-10t05:52+00:00,rec-9506,david,eugene,davis,m,10/10/1972, 75  nile  street  astell  house ,orange,2800.0,nsw, 02  0004  2415 ,davis.david@gmail.com,-33.07828527515119
i157228204,50, 3432  92766  2  2 ,married-de-facto,176,-99,43,79,230,0,fall,2014-08-02t01:49+00:00,56,senior-secondary-school,taxi-driver,13266.961019939688, 5758  9238  5706  8160 ,40,2017-03-23T12:09+00:00,rec-46769,daniel,scott,glasbrook,m,15/11/1961, 784  gan  gan  road  middle  rock  cvan  p , anna  bay ,2316.0,nsw, 02  0661  5256 ,glasbrook.daniel@mail.com,-31.960227272727273
i157228204,50, 3432  92766  2  2 ,married-de-facto,176,-99,43,79,230,0,fall,2014-08-02t01:49+00:00,59,senior-secondary-school,taxi-driver,13238.0, 5758  9238  5706  8160 ,40,2020-01-20t14:36+00:00,rec-46769,daniel,scott,glasbrook,m,15/11/1961, 784  gan  gan  road  middle  rock  cvan  p , anna  bay ,2316.0,nsw, 02  0661  5256 ,glasbrook.daniel@mail.com,-31.960227272727273
c141557562,41, 8869  52712  2  1 ,married-de-facto,189,-99,22,79,260,1,hiatal-hernia-discomfort,2015-03-01t07:06+00:00,46,certificate-ii,personal-services-worker,-9999.0, 5473  2388  7912  6886 ,27,2020-02-10t22:11+00:00,rec-50634,william,stevenson,gettys,m,01/08/1974, 24  cove  avenue  mara ,portsea,3944.0,vic, 03  7448  6290 ,gettys40@aol.com,-27.714789619551524
f141329471,48, 3071  16834  2  2 ,not-married,192,-99,37,75,177,0,atypical-chest-pain,2016-04-01t10:53+00:00,52,graduate-certificate,ict-professional,129133.0, 9327  4112  7429  6887 ,29,2016-11-20t18:27+00:00,rec-29564,peggy,lucille,treadway,f,01/02/1968, 175  strickland  crescent  john  james  medical  centre ,deakin,2600.0,act, 02  3878  3076 ,akeqpprkbg@hotmail.com,-26.85546875
h150559903,44, 5869  40237  2  2 ,married,168,-99,23,76,55,0,fall,2017-08-26t16:18+00:00,47,certificate-i,carer,36859.11696122032, 3764  6562  6736  2414 ,28,2020-05-02t05:32+00:00,rec-82962,charles,williamjose,bradley,m,18/03/1973, 24  kangaloon  road  kenilworth  garden ,bowral,2576.0,nsw, 02  6159  3460 ,charles15@aol.com,-35.0765306122449
g155372673,44, 4588  58371  2  2 ,not-married,183,-99,43,73,244,0,fall,2020-06-09t07:36+00:00,44,advance-diploma,education-professional,126674.0, 6869  0404  1037  0310 ,24,2019-11-06t16:52+00:00,rec-60970,john,steven,tanner,f,13/04/1976, 1  fane  road  balquhidder ,bonniefield,6525.0,wa, 08  2719  9159 ,tanner.john@mail.com,-29.56194571351787
g189842576,31, 8422  84757  1  1 ,married,181,-99,39,73,88,0,difficulty-falling-asleep,2019-09-03t06:59+00:00,32,diploma,automotive-worker,99859.0, 5071  4479  4877  2400 ,13,2020-04-09t13:19+00:00,rec-17600,emily,ann,irwin,f,06/02/1988, 1  new  england  highway  mcdougall  hill ,singleton,2330.0,nsw, 02  9549  9370 ,irwin1.yahoo.com,-30.218857788223804
e133428581,48, 9894  26812  2  2 ,not-married,170,-99,20,75,230,1,death,2017-10-03t10:33+00:00,51,graduate-certificate,chief-executive,143398.0, 3118  0370  9193  4109 ,31,2019-01-19t03:42+00:00,rec-26762,freddie,richard,gibbs,m,04/06/1969, 104  birch  road  adelene  vlge ,wyoming,2250.0,nsw, 02  5804  3131 ,freddie37@yahoo.com,-34.256055363321806
c111175547,17, 8368  54887  2  2 ,married-de-facto,173,-99,30,74,164,0,rash--left-foot,2017-03-14t23:36+00:00,20,bachelor-degree,other-technician,149944.0, 8193  8835  2378  7862 ,1,2020-03-03t10:47+00:00,rec-49260,robert,tyler,morgan,m,13/06/2000, 1  dawson  road  christom , north  rockhampton ,4701.0,qld, 07  6622  0490 ,gkfsgkoipa@mail.com.au,-33.07828527515119
f130532183,11, 6979  46124  2  2 ,not-married,142,-99,20,74,140,0,posterion-lens-capsule-opacification,2013-05-04t12:21+00:00,18,senior-secondary-school,casual-worker,0.0, 5536  4862  4327  3616 ,1,2020-06-23t22:04+00:00,rec-17319,kristin,marshell,gordon,f,24/10/2002, 13  piper  court  masonic  village ,ridgehaven,5097.0,sa, 08  4857  8488 ,kristin.gordon@aol.com,-49.097401309264036
a170868980,23, 7287  39883  1  2 ,divorced,177,-99,34,73,155,0,rotator-cuff-surgery,2013-11-01t09:24+00:00,30,graduate-certificate,manager,132845.9563606637, 8857  1605  5186  9533 ,10,2019-03-17t13:40+00:00,rec-36344,rommie,joseph,kunisch,m,25/05/1990, 77  lakeside  court  oasis  village ,cobram,3644.0,vic, 02  7399  2442 ,rommie.kunisch@yahoo.com,-31.600114909508758
d167517940,72, 8348  57089  1  2 ,married-de-facto,198,-99,36,75,228,0,shy-drager-syndrome,2013-03-12t03:30+00:00,79,certificate-iii,re-tired,13695.843645005896, 1011  9986  3165  8561 ,45,2020-06-21t05:43+00:00,rec-39012,jewel,devane,little,f,19/11/1941, 70  deals  road  the  denison  river ,bicheno,7215.0,tas, 03  6346  9726 ,little.jewel@yahoo.com,-25.252525252525253
h188877796,31, 9710  95296  2  2 ,married-de-facto,177,-99,26,65,133,0,bi-lateral-calf-plantar-pain,2019-09-03t23:09+00:00,32,certificate-ii,engineering-worker,81521.0, 4071  0620  7799  6931 ,13,2020-05-06t09:16+00:00,rec-29175,david,mark,williams,m,26/02/1988, 6  fairway  crest  college  road , karana  downs ,4306.0,qld, 07  8534  9561 ,sarogjkthr@gmail.com,-31.600114909508758
f126689071,40, 2917  36899  2  1 ,married,174,-99,37,72,182,1,worsening-of-hip-pain,2015-09-18t09:40+00:00,45,certificate-iii,construction-worker,63605.38002794881, 6643  1209  3363  3353 ,26,2020-07-17t09:28+00:00,rec-32633,james,anthony,notheis,m,29/03/1975, 11  renwick  street  flr  3 ,marrickville,2204.0,nsw, 02  2901  2250 ,james1@mail.com.au,-32.69916765755053
h135804986,23, 5773  76114  2  2 ,married-de-facto,187,-99,16,74,100,0,fall,2012-10-12t15:17+00:00,31,certificate-iii,ict-technician,127993.0, 0798  9920  0846  4517 ,12,2020-03-10t22:31+00:00,rec-21746,doris,j,wilson,f,06/01/1989, 26  mitchell  street  mallam  chambers ,darwin,800.0,nt, 08  2591  6717 ,,-28.310789556464293
c101970911,16, 7679  70270  1  2 ,married,173,-99,17,69,152,0,musculoskeletal-pain,2015-06-20t21:02+00:00,21,senior-secondary-school,other-clerical-worker,-9999.0, 4319  8038  7727  7889 ,2,2020-04-03t14:18+00:00,rec-44810,margaret,g,frank,f,07/08/1999, 5  frederick  street  st  vincent's  hospital ,launceston,7250.0,tas, 02  8234  4064 ,frank2@mail.com,-33.07828527515119
h196842253,48, 8224  43411  2  1 ,married,180,-99,41,73,143,0,surgery-for-bilateral-cataract-removal,2013-09-09t19:34+00:00,57,senior-secondary-school,taxi-driver,12189.0, 4450  9395  5774  4488 ,37,2019-06-05t01:11+00:00,rec-87432,jeffrey,alan,manry,f,24/12/1963, 175  strickland  crescent  john  james  medical  centre ,deakin,2600.0,act, 02  9041  7434 ,manry19.yahoo.com,-30.555555555555554
e194199336,74, 2116  95899  2  1 ,married,179,-99,34,69,195,0,gallstones,2018-04-06t01:32+00:00,76,senior-secondary-school,re-tired,0.0, 9028  3057  8736  2753 ,45,2020-01-04t07:18+00:00,rec-64682,kathleen,o,ralston,f,27/03/1944, 81  smith  street  aant  house ,darwin,800.0,nt, 08  2779  2000 ,kathleen43@mail.com,-30.8979120501857
f136300062,14, 3657  13992  1  2 ,not-married,142,-99,23,77,288,1,incontinence,2016-04-26t02:45+00:00,18,senior-secondary-school,casual-worker,-9999.0, 7750  5434  7626  1740 ,1,2020-06-11t04:12+00:00,rec-30299,andre,ricky,vang,m,16/04/2002, 362  glebe  road  namoi , hamilton  south ,2303.0,nsw, 02  3445  1653 ,andre.vang@yahoo.com,-49.097401309264036
a129621797,33, 1164  15313  2  1 ,not-married,174,-99,35,74,132,1,urinary-tract-infection,2017-03-13t03:10+00:00,36,certificate-ii,engineering-worker,54583.0, 1233  8968  5212  3367 ,15,2018-03-04t17:53+00:00,rec-52751,justin,antonio,watson,f,17/03/1984, 24  dellas  avenue  wynnewood ,templestowe,3106.0,vic, 03  4925  5286 ,justin.watson@mail.com.au,-32.69916765755053
b120979974,67, 4207  10648  2  1 ,married,196,-99,34,69,123,0,dry-mouth,2014-11-15t05:01+00:00,73,bachelor-degree,art-media-professional,92013.93868873548, 3033  8803  8229  9287 ,54,2020-06-08t05:33+00:00,rec-35724,joni,lynnbadgley,segal,f,11/10/1947, 3  wulumay  close  apmnt  11 ,rozelle,2039.0,nsw, 07  0011  6958 ,joni12@mail.com,-25.770512286547273
c158573007,57, 4640  20439  2  1 ,widowed,192,-99,31,70,235,0,mild-depression,2013-12-26t05:36+00:00,66,advance-diploma,other-technician,124741.0, 1373  7207  4224  3674 ,46,2019-11-07t20:28+00:00,rec-19580,douglas,jason,price,f,10/05/1954, 21  tomingley  west  road  brooklands ,tomingley,2869.0,nsw, 02  8944  8339 ,douglas.price@aol.com,-26.85546875
f118825228,57, 1092  87461  2  2 ,married,182,-99,25,80,280,0,right-hip-pain,2017-12-19t20:09+00:00,60,bachelor-degree,other-technician,83679.0, 2764  4042  4989  9632 ,41,2020-01-01t12:20+00:00,rec-44947,harry,gates,collier,m,10/12/1960, 100  hogbay  road  ymca  corner , pelican  lagoon ,5222.0,sa, 08  4212  6133 ,harry46@aol.com,-29.887694722859557
b197436851,32, 9847  97321  2  1 ,not-married,197,-99,30,77,99,0,insomnia,2013-07-01t05:26+00:00,39,senior-secondary-school,machinary-driver,21773.583294189608, 1146  6368  2609  8949 ,16,2016-01-19t13:04+00:00,rec-41901,james,junior,howell,f,19/04/1981, 21  walters  street  the  lakes  retirement  village , bundaberg  north ,4670.0,qld, 07  8077  5246 ,howell76@mail.com.au,-25.509546754618775
b164160115,39, 4085  46740  1  2 ,married,188,-99,41,75,177,0,post-lp-headache,2016-10-18t13:58+00:00,43,secondary-school,factory-worker,19794.0, 3928  7945  7260  8659 ,24,2020-01-01t15:07+00:00,rec-2730,nancy,raquel,jones,f,01/08/1977, 29  browning  boulevard  pacific  terrace , battery  hill ,4551.0,qld, 07  2434  0345 ,jones.nancy@gmail.com,-28.010411951109102
a191585773,58, 2279  65936  1  1 ,widowed,181,-99,17,70,216,0,pneumonia,2017-03-06t24:03+00:00,61,masters-degree,legal-professional,123629.0, 2626  3687  2572  7213 ,42,2020-06-11t15:47+00:00,rec-82030,william,allen,garcia,m,02/08/1959, 18  dennis  street  noriton  place ,grange,4051.0,qld, 07  2864  9017 ,apfdkakdpb@hotmail.com,-30.218857788223804
e140811199,67, 1309  16644  2  2 ,divorced,186,-99,16,78,176,0,pneumonia,2016-04-06t06:33+00:00,71,secondary-school,taxi-driver,-653.8282683894577, 9901  0655  0374  9949 ,50,2018-06-20t24:19+00:00,rec-4544,evelyn,russell,york,f,29/08/1949, 326  government  road  sec  326 , port  germein ,5495.0,sa, 08  7972  3014 ,evelyn91@yahoo.com,-28.61602497398543
a195616042,53, 1769  35884  2  1 ,divorced,170,-99,46,71,266,0,urinary-frequency,2015-09-09t19:33+00:00,58,certificate-iii,other-technician,129649.0, 7590  7031  2491  6274 ,39,2020-04-11t12:58+00:00,rec-95302,brandon,dean,brady,f,08/05/1962, 175  strickland  crescent  john  james  medcl  centre ,deakin,2600.0,act, 02  2885  4321 ,,-34.256055363321806
e154036529,51, 9529  97795  2  2 ,married,190,-99,31,66,117,0,high-blood-pressure,2013-01-07t13:53+00:00,58,senior-secondary-school,factory-worker,17813.00802481464, 9871  1839  3742  8487 ,38,2019-11-05t03:32+00:00,rec-49922,heather,brittney,maness,m,02/03/1962, 58  discovery  drive  cooloola  cove , tin  can  bay ,4580.0,qld, 07  9882  1546 ,maness.heather.mail.com,-27.423822714681442
i172041859,5, 1176  88154  2  3 ,married,102,-99,22,70,128,0,slipped-on-ice-and-fell-onto-the-snow,2020-04-01t19:10+00:00,5,pre-school,,-9999.0,,0,2020-04-03t18:44+00:00,rec-80032,william,kenyon,trick,f,16/04/2015, 24  east  esplanade  flt  19 ,manly,2095.0,nsw, 02  1685  4324 ,trick.william@gmail.com,-95.15570934256056
e191052036,23, 5302  47882  2  2 ,divorced,169,-99,39,69,184,1,cataract-surgery-left-eye,2017-10-25t18:27+00:00,26,masters-degree,legal-professional,110670.0, 3966  1557  4952  9602 ,6,2019-04-04t02:50+00:00,rec-54179,latonya,miller,young,f,15/03/1994, 14  glasson  court  torpy  street ,orange,2800.0,nsw, 02  7785  6931 ,young79@mail.com,-34.6626518679318
h143585214,50, 5499  74932  1  1 ,married-de-facto,173,-99,21,71,224,0,melenoma-on-left-ear,2014-10-20t11:53+00:00,56,certificate-iii,other-technician,88745.94367141728, 3855  3069  0255  2408 ,37,2020-03-15t10:50+00:00,rec-69707,jason,francis,bolton,f,09/03/1964, 868  old  calder  highway  keilor  retirement  village ,keilor,3036.0,vic, 03  9325  9097 ,bolton44@mail.com,-33.07828527515119
b164485759,33, 5623  81323  2  2 ,married,180,-99,25,72,160,0,lesion-removal,2016-04-05t04:11+00:00,37,certificate-iv,other-worker,55588.0, 3356  8278  4433  4829 ,18,2020-06-09t05:24+00:00,rec-39778,david,gibson,saddler,m,30/11/1983, 1  oasis  drive  oasis  village ,cobram,3644.0,vic, 03  7823  2538 ,saddler.david@mail.com,-30.555555555555554
f105193402,51, 6446  34910  1  1 ,married,194,-99,36,78,90,0,l2-lumbar-fracture,2019-03-04t12:59+00:00,52,bachelor-degree,ict-technician,147813.0, 2649  3819  9522  1475 ,31,2018-08-22t22:10+00:00,rec-89868,sterling,james,budlong,m,02/01/1968, 1060  arthurs  creek  road  dalry , arthurs  creek ,3099.0,vic, 03  9304  9056 ,sterling31@yahoo.com,-26.304601976830696
i164079918,10, 7985  69218  1  3 ,married,131,-99,27,77,267,0,insomnia,2016-04-04t04:04+00:00,14,secondary-school,,0.0,,0,2020-02-23t04:27+00:00,rec-31751,leigh,shetell,young,f,25/03/2006, 2060  mt  samson  road  ross-shire ,samford,4520.0,qld, 07  6854  8120 ,sqsdohtndi@aol.com,-57.68894586562554
b128848605,17, 3103  60199  1  3 ,married,170,-99,34,76,217,0,sweating,2018-01-05t08:15+00:00,19,secondary-school,construction-labourer,10435.0, 3872  9847  5313  9632 ,0,2020-01-19t18:11+00:00,rec-48201,jess,dawn,harriman,f,29/01/2001, 1  harveys  road  oberland ,armidale,2350.0,nsw,,jess.harriman@gmail.com,-34.256055363321806
f141094386,8, 9833  12429  2  3 ,married,118,-99,26,72,166,0,urinary-tract-infection,2015-02-06t11:20+00:00,13,secondary-school,,0.0,,0,2020-05-08t07:55+00:00,rec-76359,frank,blaine,mitchell,f,10/11/2007, 3331  coral  road  benjamin  lagoon , humpty  doo ,836.0,nt, 08  5467  3133 ,mitchell5@yahoo.com,-71.10025854639473
g101235567,60, 9295  64474  1  1 ,married,186,-99,38,75,121,1,osteoporosis,2013-12-11t11:28+00:00,67,certificate-ii,personal-services-worker,66238.0, 6617  4749  5810  6347 ,48,2020-02-06t16:45+00:00,rec-49518,daniel,evans,hamlett,m,20/11/1953, 129  kambrook  road  00129001rd  kambrook , caulfield  south ,3162.0,vic, 02  4066  2049 ,daniel.hamlett@yahoo.com,-28.61602497398543
i193980633,55, 2698  54115  2  1 ,married,174,-99,40,78,167,0,blepharitis/-meibomitis,2017-12-11t24:03+00:00,58,senior-secondary-school,other-clerical-worker,34336.0, 4291  3355  9837  1068 ,39,2020-03-27t22:42+00:00,rec-4002,ashley,storie,granger,f,27/03/1962, 5  mckay  garden  prfsnl  centre ,turner,2612.0,act, 02  2056  4357 ,granger16@mail.com,-32.69916765755053
a197831417,11, 9396  31937  2  2 ,separated,135,-99,23,71,145,0,urinary-discomfort,2011-08-10t20:16+00:00,20,certificate-i,clerical-worker,32698.0, 7207  7253  2557  6668 ,1,2020-05-21t19:41+00:00,rec-37312,ann,m,connor,f,31/08/2000, 39  tulip  crescent  brnia ,boronia,3155.0,vic, 03  4124  7005 ,appdaemmcj@yahoo.com,-54.32098765432098
h106672160,18, 4172  60261  2  2 ,married,184,-99,18,70,269,0,low-energy,2013-01-17t11:50+00:00,25,senior-secondary-school,clerical-worker,36118.0, 8067  7492  1067  1621 ,6,2020-03-07t11:16+00:00,rec-34662,rusty,kevin,josephs,m,01/11/1995, 16  broughton  street  fairholme ,singleton,2576.0,nsw, 02  5689  0106 ,rusty25@mail.com.au,-29.24149338374291
e144708336,7, 3753  76665  1  2 ,married,128,-99,20,74,206,0,r-hip-replacement,2020-01-04t18:22+00:00,7,primary-school,,0.0,,0,2020-01-07t06:51+00:00,rec-87219,jerry,edward,moriel,f,15/12/2013, 1  donnithorne  road  willyaroo  street ,strathalbyn,5255.0,sa, 08  7844  9678 ,jerry.moriel@mail.com,-60.4248046875
e175567105,73, 8239  24523  1  1 ,married-de-facto,171,-99,31,72,116,1,increased-sadness,2020-05-27t06:49+00:00,73,certificate-i,other-service-worker,50089.0, 7805  4823  7735  0383 ,54,2020-01-08t03:01+00:00,rec-69768,franklin,hubert,johnson,f,04/01/1947, 1  glenworth  valley  road  wendoree  park ,spencer,2775.0,nsw, 02  6968  4566 ,johnson15@hotmail.com,-33.856571252693136
g111859899,58, 7597  79722  2  2 ,married-de-facto,171,-99,40,76,105,0,sepsis-proteus-mirabilis,2017-08-07t07:20+00:00,61,certificate-i,other-service-worker,49541.0, 4450  9342  4637  2227 ,41,2019-09-22t09:24+00:00,rec-191,winston,allan,groves,f,25/02/1959, 47  endicott  loop  meelup  hill  estate ,dunsborough,6281.0,wa, 08  0573  7814 ,groves.winston@hotmail.com,-33.856571252693136
c155134025,66, 1779  86640  1  2 ,not-married,190,-99,21,70,189,0,nerve-pain-(right-leg),2015-05-14t07:01+00:00,71,advance-diploma,health-professional,110380.0, 6426  9743  8754  7887 ,52,2020-04-17t08:14+00:00,rec-42714,kimberly,bernadette,yandle,f,30/05/1949, 125  santa  cruz  boulevard  rhode  island , clear  island  waters ,4226.0,qld, 07  4970  7673 ,yandle.kimberly@mail.com.au,-27.423822714681442
a118747548,66, 6744  12650  1  1 ,separated,171,-99,23,72,83,0,common-cold,2017-11-11t11:18+00:00,69,bachelor-degree,legal-professional,89865.92349546423, 0807  3631  2643  3065 ,50,2020-05-18t13:06+00:00,rec-26578,christopher,hamrick,garrison,m,15/02/1951, 1  cushing  avenue  john  curtin  hostel ,creswick,3363.0,vic, 03  7622  7641 ,eldsqmmcet@aol.com,-33.856571252693136
d107810306,50, 3008  62199  2  1 ,separated,180,-99,45,78,155,0,possible-food-poisoning,2016-05-19t13:25+00:00,54,senior-secondary-school,machinary-driver,12137.0, 6691  8474  1141  0660 ,35,2020-01-01t08:12+00:00,rec-80368,harold,roy,ciszek,m,11/06/1966, 6  lithgow  street  sth  launceston  xch , launceston  south ,7249.0,tas, 03  5828  2336 ,ciszek40@yahoo.com,-30.555555555555554
f104950795,20, 6848  62292  1  2 ,not-married,188,-99,34,80,200,0,history-of-basal-cell-cancers,2014-04-03t08:31+00:00,26,bachelor-degree,other-technician,88384.0, 4045  1299  5087  8163 ,7,2020-03-17t18:31+00:00,rec-38766,nettie,dawn,desoto,f,12/04/1994, 6  banyan  street  unt  6 , fannie  bay ,820.0,nt, 08  3747  9190 ,nettie.desoto@mail.com,-28.010411951109102
i124344650,66, 3689  57845  1  1 ,not-married,184,-99,37,70,91,0,upper-respiratory-tract-infection,2018-09-19t01:48+00:00,68,diploma,other-technician,91924.52867584144, 9840  1908  2905  8565 ,49,2020-05-01t06:15+00:00,rec-24702,everette,jay,bitting,m,13/07/1952, 53  malonga  drive  malonga  park ,shorewell,7320.0,tas, 03  1970  6680 ,kemtsbpimp@hotmail.com,-29.24149338374291
